고유번호,환승시작역,환승시작역 코드,환승시작 호선,하차 열차 행선지,하차위치(호차),하차위치(칸번호),환승종료역,환승종료역 코드,환승종료 호선,환승 열차 행선지,환승 승차위치(호차),승차위치(칸번호),소요시간
1,복정,1031,수인분당선,청량리행,6,3,복정,2821,8,암사행,4,2,00:30
2,복정,1031,수인분당선,신포행,3,2,복정,2821,8,암사행,4,2,00:40
3,복정,1031,수인분당선,청량리행,6,3,복정,2821,8,모란행,3,2,00:30
4,복정,1031,수인분당선,신포행,3,2,복정,2821,8,모란행,3,2,00:40
5,대곡,300,경의선,문산행,4,2,대곡,1953,3,대화행,3,4,05:19
6,대곡,300,경의선,문산행,4,2,대곡,1953,3,오금행,8,1,05:27
7,대곡,300,경의선,지평행,5,3,대곡,1953,3,대화행,3,4,05:11
8,대곡,300,경의선,지평행,5,3,대곡,1953,3,오금행,8,1,05:22
9,가좌,1265,경의선,서울역행,3,3,가좌,1265,경의선,문산행,5,1,01:59
10,문산,1284,경의선,지평행,6,2,문산,1284,경의선,임진강행,3,3,01:59
11,효창공원앞,1261,경의선,문산행,5,3,효창공원앞,2628,6,응암행,6,4,06:40
12,효창공원앞,1261,경의선,지평행,8,2,효창공원앞,2628,6,신내행,3,1,03:31
13,효창공원앞,1261,경의선,문산행,5,3,효창공원앞,2628,6,신내행,3,1,06:40
14,효창공원앞,1261,경의선,지평행,8,2,효창공원앞,2628,6,응암행,6,4,03:31
15,청구,2538,5,하남검단산행,6,4,청구,2635,6,신내행,6,2,02:37
16,청구,2538,5,하남검단산행,6,4,청구,2635,6,응암행,6,1,02:30
17,청구,2538,5,방화행,2,4,청구,2635,6,신내행,6,2,02:37
18,청구,2538,5,방화행,2,4,청구,2635,6,응암행,6,1,02:30
19,합정,2623,6,응암행,5,3,합정,238,2,홍대입구행(내선),2,2,02:29
20,합정,2623,6,신내행,6,2,합정,238,2,홍대입구행(내선),2,2,03:23
21,합정,2623,6,응암행,5,3,합정,238,2,당산행(외선),9,3,02:31
22,합정,2623,6,신내행,6,2,합정,238,2,당산행(외선),9,3,02:32
23,인천,1891,수인분당선,청량리행(수인분당선),2,3,인천,1812,1,인천행(1호선),4,1,03:50
24,주안,3218,인천2,검단오류행,2,3,주안,1809,1,인천행,1,4,03:45
25,주안,3218,인천2,운연행,1,1,주안,1809,1,인천행,1,4,03:51
26,주안,3218,인천2,검단오류행,2,3,주안,1809,1,소요산행,10,1,04:06
27,주안,3218,인천2,운연행,1,1,주안,1809,1,소요산행,10,1,04:11
28,인천시청,3221,인천2,검단오류행,2,2,인천시청,3124,인천1,송도달빛축제공원행,1,1,04:17
29,인천시청,3221,인천2,운연행,1,1,인천시청,3124,인천1,송도달빛축제공원행,1,1,04:00
30,인천시청,3221,인천2,검단오류행,2,2,인천시청,3124,인천1,계양행,8,2,04:14
31,인천시청,3221,인천2,운연행,1,1,인천시청,3124,인천1,계양행,8,2,04:06
32,석남,3763,7,장암행,1,4,석남,3213,인천2,검단오류행,2,3,05:45
33,석남,3763,7,장암행,2,4,석남,3213,인천2,운연행,1,1,05:26
34,기흥,4501,용인경전철,전대.에버랜드행,4,4,기흥,1865,수인분당선,신포행,1,3,07:00
35,기흥,4501,용인경전철,전대.에버랜드행,1,2,기흥,1865,수인분당선,청량리행,1,3,07:00
36,모란,2827,8,암사행,6,4,모란,1853,수인분당선,청량리행,1,1,03:43
37,모란,2827,8,암사행,6,4,모란,1853,수인분당선,신포행,6,4,02:23
38,온수,1821,1,소요산행,10,4,온수,2752,7,장암행,8,4,03:29
39,삼각지,2629,6,응암행,6,4,삼각지,428,4,당고개행,1,1,03:44
40,삼각지,2629,6,신내행,3,1,삼각지,428,4,당고개행,1,1,03:44
41,삼각지,2629,6,응암행,3,1,삼각지,428,4,오이도행,10,4,03:37
42,삼각지,2629,6,신내행,6,4,삼각지,428,4,오이도행,10,4,03:37
43,마곡나루,4206,공항철도,서울역행,2,1,마곡나루,4105,9,개화행,4,4,06:51
44,마곡나루,4206,공항철도,인천공항2터미널행,6,4,마곡나루,4105,9,개화행,4,4,06:56
45,마곡나루,4206,공항철도,서울역행,2,1,마곡나루,4105,9,중앙보훈병원행,1,3,05:48
46,마곡나루,4206,공항철도,인천공항2터미널행,6,4,마곡나루,4105,9,중앙보훈병원행,1,3,05:57
47,계양,4208,공항철도,인천공항2터미널행,2,1,계양,3110,인천1,계양행,7,1,02:38
48,계양,4208,공항철도,서울역행,5,4,계양,3110,인천1,계양행,7,1,03:29
49,계양,4208,공항철도,인천공항2터미널행,2,1,계양,3110,인천1,부평행,2,4,02:19
50,계양,4208,공항철도,서울역행,2,3,계양,3110,인천1,부평행,2,4,02:20
51,신길온천,1760,4,오이도행,4,4,신길온천,1835,수인분당선,신포행,4,4,00:00
52,신길온천,1760,4,오이도행,4,4,신길온천,1835,수인분당선,청량리행,7,1,01:42
53,신길온천,1760,4,당고개행,7,1,신길온천,1835,수인분당선,신포행,4,4,01:42
54,신길온천,1760,4,당고개행,7,1,신길온천,1835,수인분당선,청량리행,7,1,00:00
55,정왕,1761,4,오이도행,5,1,정왕,1836,수인분당선,신포행,5,1,00:00
56,정왕,1761,4,오이도행,5,1,정왕,1836,수인분당선,청량리행,6,4,02:12
57,정왕,1761,4,당고개행,6,4,정왕,1836,수인분당선,신포행,5,1,02:12
58,정왕,1761,4,당고개행,6,4,정왕,1836,수인분당선,청량리행,6,4,00:00
59,대림,233,2,구로디지털단지행(외선),4,2,대림,2746,7,석남행,1,1,05:18
60,대림,233,2,구로디지털단지행(외선),4,2,대림,2746,7,장암행,8,4,05:55
61,대림,233,2,신도림행(내선),7,4,대림,2746,7,석남행,1,1,05:21
62,대림,233,2,신도림행(내선),7,4,대림,2746,7,장암행,8,4,05:57
63,소사,4804,서해선,원시행,4,4,소사,1814,1,인천행,6,2,05:35
64,소사,4804,서해선,원시행,4,4,소사,1814,1,소요산행,3,4,05:08
65,이촌,1008,경의선,문산행,4,2,이촌,430,4,당고개행,4,2,03:42
66,이촌,1008,경의선,문산행,4,2,이촌,430,4,오이도행,7,2,03:22
67,이촌,1008,경의선,지평행,5,2,이촌,430,4,당고개행,4,2,03:25
68,이촌,1008,경의선,지평행,5,2,이촌,430,4,오이도행,7,2,02:12
69,신내,2649,6,응암행,2,1,신내,1311,경춘선,춘천행,4,4,03:45
70,신내,2649,6,응암행,2,1,신내,1311,경춘선,청량리행,4,3,02:34
71,용산,100C,경의선,문산행,8,4,용산,1003,1,소요산행,10,2,03:32
72,용산,100C,경의선,문산행,8,4,용산,1003,1,인천행,1,1,03:42
73,용산,100C,경의선,지평행,1,2,용산,1003,1,소요산행,10,2,03:48
74,용산,100C,경의선,지평행,1,2,용산,1003,1,인천행,1,1,03:52
75,노량진,4117,9,중앙보훈병원행,2,3,노량진,1004,1,인천행,3,1,03:40
76,노량진,4117,9,개화행,5,2,노량진,1004,1,인천행,3,1,03:35
77,노량진,4117,9,중앙보훈병원행,2,3,노량진,1004,1,소요산행,5,2,05:20
78,노량진,4117,9,개화행,5,2,노량진,1004,1,소요산행,5,2,05:13
79,수서,1030,수인분당선,청량리행,6,4,수서,339,3,오금행,5,2,02:20
80,수서,1030,수인분당선,신포행,3,1,수서,339,3,오금행,5,2,02:34
81,수서,1030,수인분당선,청량리행,6,4,수서,339,3,대화행,5,2,02:20
82,수서,1030,수인분당선,신포행,3,1,수서,339,3,대화행,5,2,02:34
83,검암,4209,공항철도,인천공항2터미널행,6,4,검암,3207,인천2,검단오류행,2,3,07:38
84,검암,4209,공항철도,서울역행,2,2,검암,3207,인천2,검단오류행,2,3,07:29
85,검암,4209,공항철도,인천공항2터미널행,6,4,검암,3207,인천2,운연행,1,1,08:29
86,검암,4209,공항철도,서울역행,2,2,검암,3207,인천2,운연행,1,1,07:19
87,인천공항1터미널,,자기부상철도,용유역행,1,1,인천공항1터미널,4213,공항철도,서울역행,4,1,05:16
88,인천공항1터미널,,자기부상철도,용유역행,1,1,인천공항1터미널,4213,공항철도,인천공항2터미널행,5,4,05:19
89,오이도,1762,4,당고개행,2,4,오이도,1800,수인분당선,신포행,9,1,01:43
90,오이도,1762,4,당고개행,2,4,오이도,1800,수인분당선,청량리행,2,4,00:00
91,원인재,3130,인천1,송도달빛축제공원행,7,3,원인재,1884,수인분당선,신포행,4,3,05:07
92,원인재,3130,인천1,송도달빛축제공원행,7,3,원인재,1884,수인분당선,청량리행,5,2,05:07
93,원인재,3130,인천1,계양행,7,3,원인재,1884,수인분당선,신포행,4,3,05:30
94,원인재,3130,인천1,계양행,7,3,원인재,1884,수인분당선,청량리행,5,2,05:30
95,가락시장,340,3,대화행,10,1,가락시장,2818,8,암사행,6,4,02:02
96,가락시장,340,3,오금행,1,4,가락시장,2818,8,암사행,6,4,02:02
97,가락시장,340,3,대화행,10,1,가락시장,2818,8,모란행,1,1,01:52
98,가락시장,340,3,오금행,1,4,가락시장,2818,8,모란행,1,1,01:52
99,이매,1860,수인분당선,신포행,1,1,이매,1502,경강선,판교행,4,4,02:04
100,이매,1860,수인분당선,신포행,1,1,이매,1502,경강선,여주행,1,1,02:05
101,이매,1860,수인분당선,청량리행,6,4,이매,1502,경강선,판교행,2,3,01:52
102,이매,1860,수인분당선,청량리행,6,4,이매,1502,경강선,여주행,3,2,02:28
103,부평,3120,인천1,계양행,1,1,부평,1806,1,소요산행,7,3,07:17
104,부평,3120,인천1,송도달빛축제공원행,1,4,부평,1806,1,소요산행,7,3,07:20
105,부평,3120,인천1,계양행,5,1,부평,1806,1,인천행,7,3,07:20
106,부평,3120,인천1,송도달빛축제공원행,1,4,부평,1806,1,인천행,7,3,07:22
107,신길,2526,5,방화행,7,3,신길,1032,1,소요산행,9,1,07:18
108,신길,2526,5,하남검단산행,2,1,신길,1032,1,소요산행,9,1,07:05
109,까치산,200,2,신정네거리행(내선),6,4,까치산,2519,5,방화행,1,1,02:04
110,까치산,200,2,신정네거리행(내선),6,4,까치산,2519,5,마천행,7,4,00:23
111,옥수,1011,경의선,문산행,2,4,옥수,325,3,대화행,7,4,05:14
112,옥수,1011,경의선,문산행,2,4,옥수,325,3,오금행,4,1,05:20
113,옥수,1011,경의선,지평행,7,1,옥수,325,3,대화행,7,4,04:15
114,옥수,1011,경의선,지평행,7,1,옥수,325,3,오금행,4,1,05:01
115,약수,323,3,대화행,7,1,약수,2634,6,신내행,1,1,04:10
116,약수,323,3,대화행,7,1,약수,2634,6,응암행,8,4,04:18
117,약수,323,3,오금행,4,3,약수,2634,6,신내행,1,1,04:10
118,약수,323,3,오금행,4,3,약수,2634,6,응암행,8,4,04:18
119,충무로,423,4,오이도행,7,1,충무로,321,3,대화행,4,2,01:46
120,충무로,423,4,당고개행,5,1,충무로,321,3,대화행,4,4,00:38
121,충무로,423,4,오이도행,7,1,충무로,321,3,오금행,8,4,00:49
122,충무로,423,4,당고개행,5,1,충무로,321,3,오금행,8,2,01:41
123,불광,2613,6,응암행,2,2,불광,312,3,대화행,1,2,03:39
124,불광,2613,6,응암행,7,2,불광,312,3,오금행,10,3,03:48
125,불광,2613,6,신내행,2,2,불광,312,3,대화행,1,2,03:42
126,불광,2613,6,신내행,7,2,불광,312,3,오금행,10,3,03:48
127,연신내,2615,6,응암행,6,2,연신내,311,3,대화행,5,1,05:43
128,연신내,2615,6,신내행,6,2,연신내,311,3,오금행,6,4,05:47
129,초지,1833,수인분당선,신포행,6,4,초지,4813,서해선,소사행,4,4,07:39
130,초지,1833,수인분당선,청량리행,1,1,초지,4813,서해선,소사행,4,4,07:20
131,초지,1758,4,오이도행,10,4,초지,4813,서해선,소사행,4,4,07:18
132,초지,1758,4,당고개행,1,1,초지,4813,서해선,소사행,4,4,07:20
133,초지,1833,수인분당선,신포행,6,4,초지,4813,서해선,원시행,1,4,08:45
134,초지,1833,수인분당선,청량리행,1,1,초지,4813,서해선,원시행,1,4,07:39
135,초지,1758,4,오이도행,10,4,초지,4813,서해선,원시행,1,4,07:31
136,초지,1758,4,당고개행,1,1,초지,4813,서해선,원시행,1,4,07:39
137,초지,1758,4,오이도행, ,,초지,1833,수인분당선,신포행, ,,00:00
138,초지,1758,4,당고개행,1,1,초지,1833,수인분당선,신포행,6,4,03:50
139,초지,1758,4,오이도행,10,4,초지,1833,수인분당선,청량리행,1,1,02:31
140,초지,1758,4,당고개행, ,,초지,1833,수인분당선,청량리행, ,,00:00
141,여의도,4115,9,중앙보훈병원행,4,3,여의도,2527,5,하남검단산행,6,1,01:59
142,여의도,4115,9,개화행,3,4,여의도,2527,5,하남검단산행,3,4,02:01
143,여의도,4115,9,중앙보훈병원행,4,3,여의도,2527,5,방화행,3,4,01:56
144,여의도,4115,9,개화행,3,4,여의도,2527,5,방화행,6,1,01:58
145,금정,1458,4,오이도행,4,2,금정,1708,1,인천행,7,3,01:54
146,금정,1458,4,오이도행,4,2,금정,1708,1,신창행,4,2,00:03
147,금정,1458,4,당고개행,7,3,금정,1708,1,인천행,7,3,00:03
148,금정,1458,4,당고개행,7,3,금정,1708,1,신창행,4,2,01:53
149,고잔,1757,4,오이도행,5,1,고잔,1832,수인분당선,신포행,5,1,00:00
150,고잔,1757,4,오이도행,5,1,고잔,1832,수인분당선,청량리행,6,4,01:54
151,고잔,1757,4,당고개행,6,4,고잔,1832,수인분당선,신포행,5,1,01:54
152,고잔,1757,4,당고개행,6,4,고잔,1832,수인분당선,청량리행,6,4,00:00
153,안산,1759,4,오이도행,4,3,안산,1834,수인분당선,신포행,4,3,00:00
154,안산,1759,4,오이도행,4,3,안산,1834,수인분당선,청량리행,7,2,01:41
155,안산,1759,4,당고개행,7,2,안산,1834,수인분당선,신포행,4,3,01:41
156,안산,1759,4,당고개행,7,2,안산,1834,수인분당선,청량리행,7,2,00:00
157,충정로,2532,5,하남검단산행,5,3,충정로,243,2,시청행(내선),9,1,07:14
158,충정로,2532,5,방화행,4,1,충정로,243,2,시청행(내선),9,1,07:14
159,충정로,2532,5,하남검단산행,5,3,충정로,243,2,아현행(외선),2,4,07:14
160,충정로,2532,5,방화행,4,1,충정로,243,2,아현행(외선),2,4,07:14
161,신당,2636,6,신내행,8,4,신당,206,2,상왕십리행(내선),10,4,07:07
162,신당,2636,6,응암행,1,1,신당,206,2,상왕십리행(내선),10,4,07:07
163,신당,2636,6,신내행,8,4,신당,206,2,동대문역사문화공원행(외선),1,1,07:01
164,신당,2636,6,응암행,1,1,신당,206,2,동대문역사문화공원행(외선),1,1,07:01
165,을지로4가,2536,5,마천행,1,1,을지로4가,204,2,동대문역사문화공원행(내선),4,3,03:37
166,을지로4가,2536,5,방화행,8,4,을지로4가,204,2,동대문역사문화공원행(내선),4,3,03:37
167,을지로4가,2536,5,마천행,1,1,을지로4가,204,2,을지로3가행(외선),4,2,04:18
168,을지로4가,2536,5,방화행,8,4,을지로4가,204,2,을지로3가행(외선),4,2,04:18
169,수원,1713,1,인천행,8,2,수원,1846,수인분당선,신포행,4,2,04:12
170,수원,1713,1,인천행,8,2,수원,1846,수인분당선,청량리행,4,2,04:02
171,수원,1713,1,신창행,1,3,수원,1846,수인분당선,신포행,4,2,05:38
172,수원,1713,1,신창행,6,4,수원,1846,수인분당선,청량리행,4,2,05:09
173,동작,4120,9,개화행,6,4,동작,431,4,오이도행,2,4,08:20
174,동작,4120,9,중앙보훈병원행,6,4,동작,431,4,오이도행,2,4,08:20
175,동작,4120,9,개화행,6,4,동작,431,4,당고개행,8,4,08:30
176,동작,4120,9,중앙보훈병원행,6,4,동작,431,4,당고개행,8,4,08:30
177,구로,1701,1,신창행,1,1,구로,1701,1,인천행,1,1,02:05
178,구로,1701,1,신창행,1,1,구로,1701,1,소요산행,10,4,02:10
179,온수,1821,1,인천행,1,1,온수,2752,7,석남행,1,1,03:49
180,온수,1821,1,인천행,1,1,온수,2752,7,장암행,8,4,03:45
181,온수,1821,1,소요산행,10,4,온수,2752,7,석남행,1,1,03:32
182,고속터미널,4123,9,개화행,5,1,고속터미널,329,3,대화행,2,3,05:30
183,고속터미널,2736,7,장암행,2,3,고속터미널,329,3,대화행,7,2,04:06
184,고속터미널,2736,7,석남행,7,1,고속터미널,329,3,대화행,7,2,04:19
185,고속터미널,4123,9,중앙보훈병원행,1,2,고속터미널,329,3,오금행,9,2,05:03
186,고속터미널,4123,9,개화행,5,1,고속터미널,329,3,오금행,9,2,05:01
187,고속터미널,2736,7,장암행,2,3,고속터미널,329,3,오금행,9,2,06:48
188,고속터미널,2736,7,석남행,7,1,고속터미널,329,3,오금행,2,3,04:17
189,고속터미널,2736,7,장암행,2,3,고속터미널,4123,9,중앙보훈병원행,5,2,09:17
190,고속터미널,2736,7,석남행,7,1,고속터미널,4123,9,중앙보훈병원행,1,2,08:53
191,고속터미널,2736,7,장암행,2,3,고속터미널,4123,9,개화행,5,1,09:13
192,고속터미널,2736,7,석남행,7,1,고속터미널,4123,9,개화행,5,1,09:04
193,선정릉,4127,9,중앙보훈병원행,2,1,선정릉,1850,수인분당선,청량리행,6,4,02:26
194,선정릉,4127,9,중앙보훈병원행,2,1,선정릉,1850,수인분당선,신포행,2,4,02:39
195,선정릉,4127,9,개화행,5,3,선정릉,1850,수인분당선,청량리행,6,4,02:39
196,선정릉,4127,9,개화행,5,3,선정릉,1850,수인분당선,신포행,2,4,02:26
197,강남구청,2732,7,석남행,5,1,강남구청,1849,수인분당선,청량리행,3,1,03:34
198,강남구청,2732,7,장암행,5,1,강남구청,1849,수인분당선,청량리행,3,1,03:32
199,강남구청,2732,7,석남행,5,1,강남구청,1849,수인분당선,신포행,4,4,03:36
200,강남구청,2732,7,장암행,5,1,강남구청,1849,수인분당선,신포행,4,4,03:40
201,군자,2545,5,하남검단산행,1,1,군자,2727,7,장암행,4,3,02:34
202,군자,2545,5,하남검단산행,8,4,군자,2727,7,석남행,4,4,03:25
203,군자,2545,5,방화행,8,4,군자,2727,7,장암행,4,3,02:34
204,군자,2545,5,방화행,1,1,군자,2727,7,석남행,4,4,03:25
205,정자,4312,신분당선,광교행,5,1,정자,1857,수인분당선,청량리행,1,4,04:08
206,정자,4312,신분당선,강남행,5,4,정자,1857,수인분당선,청량리행,1,2,03:56
207,정자,4312,신분당선,광교행,2,1,정자,1857,수인분당선,신포행,7,3,02:35
208,정자,4312,신분당선,강남행,5,4,정자,1857,수인분당선,신포행,7,3,02:20
209,미금,4313,신분당선,강남행,4,1,미금,1858,수인분당선,청량리행,4,1,03:52
210,미금,4313,신분당선,광교행,3,4,미금,1858,수인분당선,청량리행,3,1,05:43
211,미금,4313,신분당선,강남행,4,1,미금,1858,수인분당선,신포행,5,1,05:21
212,미금,4313,신분당선,광교행,4,1,미금,1858,수인분당선,신포행,4,1,03:42
213,선릉,220,2,삼성행(내선),5,3,선릉,1023,수인분당선,청량리행,6,7,02:06
214,선릉,220,2,삼성행(내선),5,3,선릉,1023,수인분당선,신포행,1,1,02:08
215,선릉,220,2,역삼행(내선),6,2,선릉,1023,수인분당선,청량리행,5,1,02:10
216,선릉,220,2,역삼행(내선),6,2,선릉,1023,수인분당선,신포행,2,4,02:02
217,도곡,1025,수인분당선,청량리행,1,2,도곡,334,3,대화행,6,2,02:17
218,도곡,1025,수인분당선,신포행,6,2,도곡,334,3,대화행,6,3,01:53
219,도곡,1025,수인분당선,청량리행,6,4,도곡,334,3,오금행,5,4,01:52
220,도곡,1025,수인분당선,신포행,4,3,도곡,334,3,오금행,5,4,01:52
221,판교,1501,경강선,여주행,2,2,판교,4311,신분당선,광교행,3,2,02:01
222,판교,1501,경강선,여주행,3,2,판교,4311,신분당선,강남행,4,4,00:58
223,부평구청,3118,인천1,계양행,8,4,부평구청,2761,7,장암행,4,3,02:16
224,부평구청,3118,인천1,송도달빛축제공원행,1,1,부평구청,2761,7,장암행,6,3,01:58
225,부평구청,3118,인천1,계양행,8,4,부평구청,2761,7,석남행,7,1,02:17
226,부평구청,3118,인천1,송도달빛축제공원행,1,1,부평구청,2761,7,석남행,2,2,02:23
227,가산디지털단지,2748,7,석남행,5,1,가산디지털단지,1702,1,소요산행,10,3,03:44
228,가산디지털단지,2748,7,장암행,4,3,가산디지털단지,1702,1,신창행,1,2,05:23
229,가산디지털단지,2748,7,장암행,4,3,가산디지털단지,1702,1,소요산행,10,3,04:13
230,가산디지털단지,2748,7,석남행,5,1,가산디지털단지,1702,1,신창행,1,2,04:02
231,한대앞,1755,4,오이도행,5,2,한대앞,1830,수인분당선,신포행,5,2,00:00
232,한대앞,1755,4,오이도행,5,2,한대앞,1830,수인분당선,청량리행,6,2,00:57
233,한대앞,1755,4,당고개행,6,2,한대앞,1830,수인분당선,신포행,5,2,00:57
234,한대앞,1755,4,당고개행,6,2,한대앞,1830,수인분당선,청량리행,6,2,00:00
235,중앙,1756,4,오이도행,4,4,중앙,1831,수인분당선,신포행,4,4,00:00
236,중앙,1756,4,오이도행,4,4,중앙,1831,수인분당선,청량리행,7,1,01:40
237,중앙,1756,4,당고개행,7,1,중앙,1831,수인분당선,신포행,4,4,01:40
238,중앙,1756,4,당고개행,7,1,중앙,1831,수인분당선,청량리행,7,1,00:00
239,금천구청,1703,1,신창행,7,1,금천구청,1703,1,광명행,7,1,00:00
240,금천구청,1703,1,광명행,7,1,금천구청,1703,1,소요산행,4,4,00:57
241,당산,4113,9,중앙보훈병원행,6,4,당산,237,2,합정행(내선),8,1,05:22
242,당산,4113,9,개화행,1,1,당산,237,2,합정행(내선),8,1,05:16
243,당산,4113,9,중앙보훈병원행,6,4,당산,237,2,영등포구청행(외선),3,4,05:46
244,당산,4113,9,개화행,1,1,당산,237,2,영등포구청행(외선),3,4,05:46
245,영등포구청,236,2,당산행(내선),7,4,영등포구청,2524,5,방화행,7,2,05:21
246,영등포구청,236,2,문래행(외선),2,3,영등포구청,2524,5,방화행,7,2,03:50
247,영등포구청,236,2,당산행(내선),7,4,영등포구청,2524,5,하남검단산행,2,3,05:49
248,영등포구청,236,2,문래행(외선),2,3,영등포구청,2524,5,하남검단산행,2,3,04:07
249,신길,2526,5,방화행,7,3,신길,1032,1,인천행,2,4,07:07
250,신길,2526,5,하남검단산행,2,1,신길,1032,1,인천행,2,4,06:50
251,서울역,426,4,오이도행,10,4,서울역,150,1,인천행,1,2,03:40
252,서울역,1251,경의선,문산행,4,4,서울역,150,1,인천행,7,3,05:26
253,서울역,4201,공항철도,인천공항2터미널행,2,4,서울역,150,1,소요산행,10,4,15:56
254,서울역,426,4,당고개행,1,1,서울역,150,1,소요산행,10,4,03:40
255,서울역,426,4,오이도행,10,4,서울역,150,1,소요산행,10,4,03:40
256,서울역,1251,경의선,문산행,4,4,서울역,150,1,소요산행,4,3,05:26
257,서울역,1251,경의선,문산행,4,4,서울역,426,4,당고개행,1,1,10:32
258,서울역,4201,공항철도,인천공항2터미널행,2,4,서울역,426,4,당고개행,3,3,15:21
259,서울역,1251,경의선,문산행,4,4,서울역,426,4,오이도행,10,4,10:32
260,서울역,4201,공항철도,인천공항2터미널행,2,4,서울역,426,4,오이도행,8,1,15:21
261,서울역,1251,경의선,문산행,4,4,서울역,4201,공항철도,서울역행(공항철도),2,3,01:28
262,동대문,155,1,소요산행,9,3,동대문,421,4,당고개행,3,4,05:25
263,동대문,155,1,인천행,1,3,동대문,421,4,당고개행,4,1,05:09
264,동대문,155,1,소요산행,9,3,동대문,421,4,오이도행,3,3,05:28
265,동대문,155,1,인천행,1,3,동대문,421,4,오이도행,3,3,04:13
266,보문,4712,우이신설선,북한산우이행,2,2,보문,2639,6,신내행,5,4,03:28
267,보문,4712,우이신설선,신설동행,1,1,보문,2639,6,신내행,5,4,03:30
268,보문,4712,우이신설선,북한산우이행,2,2,보문,2639,6,응암행,5,4,03:28
269,보문,4712,우이신설선,신설동행,1,1,보문,2639,6,응암행,5,4,03:30
270,성신여대입구,4711,우이신설선,북한산우이행,1,2,성신여대입구,418,4,당고개행,5,4,02:19
271,성신여대입구,4711,우이신설선,신설동행,2,1,성신여대입구,418,4,당고개행,5,4,02:21
272,성신여대입구,4711,우이신설선,북한산우이행,1,2,성신여대입구,418,4,오이도행,5,2,05:15
