고유번호,환승시작역,환승시작역 코드,환승시작 호선,하차 열차 행선지,하차위치(호차),하차위치(칸번호),환승종료역,환승종료역 코드,환승종료 호선,환승 열차 행선지,환승 승차위치(호차),승차위치(칸번호),소요시간
273,성신여대입구,4711,우이신설선,신설동행,2,1,성신여대입구,418,4,오이도행,5,2,02:17
274,종합운동장,4130,9,중앙보훈병원행,5,4,종합운동장,218,2,잠실새내행(내선),2,1,07:01
275,종합운동장,4130,9,중앙보훈병원행,5,4,종합운동장,218,2,삼성행(외선),9,3,06:52
276,종합운동장,4130,9,개화행,1,4,종합운동장,218,2,잠실새내행(내선),2,1,07:06
277,종합운동장,4130,9,개화행,1,4,종합운동장,218,2,삼성행(외선),9,3,06:58
278,잠실,216,2,잠실새내행(내선),10,3,잠실,2815,8,암사행,6,4,04:01
279,잠실,216,2,잠실새내행(내선),10,3,잠실,2815,8,모란행,1,1,03:58
280,잠실,216,2,잠실나루행(외선),1,1,잠실,2815,8,암사행,6,4,04:01
281,잠실,216,2,잠실나루행(외선),1,1,잠실,2815,8,모란행,1,1,04:11
282,석촌,4133,9,중앙보훈병원행,1,1,석촌,2816,8,암사행,6,4,02:16
283,석촌,4133,9,중앙보훈병원행,4,2,석촌,2816,8,모란행,1,1,02:16
284,석촌,4133,9,개화행 ,6,4,석촌,2816,8,암사행,6,4,02:20
285,석촌,4133,9,개화행 ,3,3,석촌,2816,8,모란행,1,1,02:10
286,오금,342,3,대화행,2,2,오금,2558,5,방화행,8,1,01:53
287,오금,342,3,대화행,2,2,오금,2558,5,마천행,1,4,02:10
288,올림픽공원,2556,5,마천행,4,4,올림픽공원,4136,9,중앙보훈병원행,5,3,00:59
289,올림픽공원,2556,5,방화행,6,1,올림픽공원,4136,9,중앙보훈병원행,5,3,03:52
290,올림픽공원,2556,5,마천행,3,4,올림픽공원,4136,9,개화행,1,1,03:38
291,올림픽공원,2556,5,방화행,6,1,올림픽공원,4136,9,개화행,4,2,04:15
292,강동,2549,5,마천행,8,4,강동,2549,5,방화행,1,1,01:40
293,천호,2548,5,하남검단산행,8,1,천호,2812,8,암사행,2,2,00:39
294,천호,2548,5,하남검단산행,8,2,천호,2812,8,모란행,5,2,00:39
295,천호,2548,5,방화행,1,3,천호,2812,8,암사행,1,4,00:43
296,천호,2548,5,방화행,1,2,천호,2812,8,모란행,6,1,00:43
297,강남,4307,신분당선,광교행,6,4,강남,222,2,역삼행(외선),5,2,05:05
298,강남,4307,신분당선,광교행,6,4,강남,222,2,교대행(내선),6,3,05:52
299,사당,226,2,방배행(내선),5,3,사당,433,4,오이도행,1,1,01:51
300,사당,226,2,낙성대행(외선),6,3,사당,433,4,오이도행,7,3,03:22
301,사당,226,2,방배행(내선),5,3,사당,433,4,당고개행,10,4,01:55
302,사당,226,2,낙성대행(외선),6,3,사당,433,4,당고개행,4,2,03:24
303,이수,2738,7,석남행,8,4,총신대입구,432,4,오이도행,1,1,03:48
304,이수,2738,7,장암행,2,2,총신대입구,432,4,오이도행,1,1,05:24
305,이수,2738,7,석남행,8,4,총신대입구,432,4,당고개행,10,3,03:44
306,이수,2738,7,장암행,2,2,총신대입구,432,4,당고개행,10,3,05:17
307,건대입구,2729,7,장암행,8,4,건대입구,212,2,구의행(내선),3,2,05:35
308,건대입구,2729,7,석남행,1,1,건대입구,212,2,구의행(내선),3,2,03:49
309,건대입구,2729,7,장암행,8,4,건대입구,212,2,성수행(외선),7,3,05:25
310,건대입구,2729,7,석남행,1,1,건대입구,212,2,성수행(외선),8,3,03:44
311,성수,211,2,신설동행,1,1,성수,211,2,건대입구행(내선),10,4,03:32
312,성수,211,2,신설동행, 모든 문,,성수,211,2,뚝섬행(외선),4,1 이후 모든 문,00:05
313,양재,332,3,오금행,6,1,양재,4308,신분당선,광교행,6,4,03:20
314,양재,332,3,대화행,5,4,양재,4308,신분당선,광교행,4,3,03:46
315,양재,332,3,오금행,6,1,양재,4308,신분당선,강남행,3,3,03:46
316,양재,332,3,대화행,5,4,양재,4308,신분당선,강남행,3,3,04:16
317,교대,330,3,오금행,2,1,교대,223,2,강남행(외선),10,4,02:38
318,교대,330,3,대화행,9,4,교대,223,2,강남행(외선),10,4,02:38
319,교대,330,3,오금행,8,2,교대,223,2,서초행(내선),1,1,00:57
320,교대,330,3,대화행,3,3,교대,223,2,서초행(내선),1,1,00:59
321,고속터미널,4123,9,중앙보훈병원행,1,2,고속터미널,329,3,대화행,4,3,03:21
322,김포공항,4207,공항철도,서울역행,4,1,김포공항,2513,5,방화행,7,3,03:59
323,김포공항,4207,공항철도,인천공항2터미널행,4,1,김포공항,2513,5,하남검단산행,1,4,05:35
324,김포공항,4207,공항철도,서울역행,6,4,김포공항,2513,5,하남검단산행,1,4,03:56
325,김포공항,4102,9,개화행,2,4,김포공항,2513,5,방화행,7,3,05:28
326,김포공항,4102,9,중앙보훈병원행,5,1,김포공항,2513,5,방화행,7,3,03:33
327,김포공항,4102,9,개화행,2,4,김포공항,2513,5,하남검단산행,1,4,05:35
328,김포공항,4102,9,중앙보훈병원행,6,4,김포공항,2513,5,하남검단산행,1,4,03:56
329,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,2513,5,방화행,7,3,05:08
330,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,2513,5,하남검단산행,1,4,08:45
331,김포공항,4207,공항철도,인천공항2터미널행, 모든문,,김포공항,4102,9,개화행, 모든문,,00:05
332,김포공항,4207,공항철도,서울역행,5,2,김포공항,4102,9,개화행,2,4,00:49
333,김포공항,4207,공항철도,인천공항2터미널행,4,1,김포공항,4102,9,중앙보훈병원행,6,2,00:51
334,김포공항,4207,공항철도,서울역행, 모든문,,김포공항,4102,9,중앙보훈병원행, 모든문,,00:05
335,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,4102,9,개화행,2,4,07:31
336,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,4102,9,중앙보훈병원행,5,1,05:35
337,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,4207,공항철도,인천공항2터미널행,3,4,07:31
338,김포공항,4929,김포도시철도,양촌행,1,1,김포공항,4207,공항철도,서울역행,4,1,06:42
339,태릉입구,2646,6,신내행,1,1,태릉입구,2719,7,장암행,8,3,02:19
340,태릉입구,2646,6,응암행,8,4,태릉입구,2719,7,장암행,8,3,01:58
341,태릉입구,2646,6,신내행,1,1,태릉입구,2719,7,석남행,1,1,02:09
342,태릉입구,2646,6,응암행,8,4,태릉입구,2719,7,석남행,1,1,01:59
343,도봉산,2712,7,장암행,7,2,도봉산,1903,1,소요산행,7,2,05:53
344,도봉산,2712,7,석남행,4,1,도봉산,1903,1,소요산행,7,2,03:43
345,도봉산,2712,7,장암행,7,2,도봉산,1903,1,인천행,4,3,05:54
346,도봉산,2712,7,석남행,4,1,도봉산,1903,1,인천행,4,3,03:37
347,창동,412,4,당고개행,7,3,창동,1022,1,소요산행,4,4,02:10
348,창동,412,4,오이도행,4,2,창동,1022,1,소요산행,4,4,02:15
349,창동,412,4,당고개행,3,4,창동,1022,1,인천행,7,2,02:11
350,창동,412,4,오이도행,8,1,창동,1022,1,인천행,7,2,02:34
351,석계,2645,6,신내행,5,2,석계,1018,1,소요산행,10,4,05:18
352,석계,2645,6,응암행,4,3,석계,1018,1,소요산행,10,4,05:19
353,석계,2645,6,신내행,5,2,석계,1018,1,인천행,1,1,05:17
354,석계,2645,6,응암행,4,2,석계,1018,1,인천행,1,1,05:25
355,공덕,2627,6,응암행,1,1,공덕,2530,5,방화행,1,1,03:27
356,공덕,2627,6,신내행,8,4,공덕,2530,5,방화행,1,1,02:25
357,공덕,1262,경의선,문산행,1,1,공덕,2530,5,방화행,1,1,06:46
358,공덕,1262,경의선,지평행,8,4,공덕,2530,5,방화행,1,1,06:47
359,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,2530,5,방화행,1,1,08:34
360,공덕,4202,공항철도,서울역행,6,1,공덕,2530,5,방화행,1,1,07:38
361,공덕,2627,6,응암행,1,1,공덕,2530,5,하남검단산행,8,4,03:27
362,공덕,2627,6,신내행,8,4,공덕,2530,5,하남검단산행,8,4,02:25
363,공덕,1262,경의선,문산행,1,1,공덕,2530,5,하남검단산행,8,4,06:46
364,공덕,1262,경의선,지평행,8,4,공덕,2530,5,하남검단산행,8,4,06:47
365,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,2530,5,하남검단산행,8,4,08:34
366,공덕,4202,공항철도,서울역행,6,1,공덕,2530,5,하남검단산행,8,4,07:38
367,공덕,2627,6,응암행,1,1,공덕,4202,공항철도,서울역행,6,1,05:44
368,공덕,2627,6,신내행,8,4,공덕,4202,공항철도,서울역행,6,1,04:09
369,공덕,1262,경의선,문산행,1,1,공덕,4202,공항철도,서울역행,6,1,05:33
370,공덕,1262,경의선,지평행,8,4,공덕,4202,공항철도,서울역행,6,1,07:01
371,공덕,2627,6,응암행,1,1,공덕,4202,공항철도,인천공항2터미널행,1,4,07:16
372,공덕,2627,6,신내행,8,4,공덕,4202,공항철도,인천공항2터미널행,1,4,05:04
373,공덕,1262,경의선,문산행,1,1,공덕,4202,공항철도,인천공항2터미널행,1,4,05:48
374,공덕,1262,경의선,지평행,8,4,공덕,4202,공항철도,인천공항2터미널행,1,4,05:49
375,공덕,2627,6,응암행,1,1,공덕,1262,경의선,문산행,1,1,07:03
376,공덕,2627,6,신내행,8,4,공덕,1262,경의선,문산행,1,1,04:11
377,공덕,2627,6,응암행,1,1,공덕,1262,경의선,지평행,8,4,05:39
378,공덕,2627,6,신내행,8,4,공덕,1262,경의선,지평행,8,4,05:39
379,시청,151,1,소요산행,10,4,시청,201,2,을지로입구행(내선),10,4,02:03
380,시청,151,1,인천행,1,1,시청,201,2,을지로입구행(내선),10,4,04:00
381,시청,151,1,소요산행,10,4,시청,201,2,충정로행(외선),1,1,02:03
382,시청,151,1,인천행,1,1,시청,201,2,충정로행(외선),1,1,04:00
383,을지로3가,320,3,대화행,4,2,을지로3가,203,2,을지로4가행(내선),10,4,02:39
384,을지로3가,320,3,오금행,7,2,을지로3가,203,2,을지로4가행(내선),10,4,03:23
385,을지로3가,320,3,대화행,7,1,을지로3가,203,2,을지로입구행(외선),1,1,03:28
386,을지로3가,320,3,오금행,4,4,을지로3가,203,2,을지로입구행(외선),1,1,03:28
387,동묘앞,2637,1,소요산행,9,1,동묘앞,2637,6,신내행,2,3,03:36
388,동묘앞,2637,1,소요산행,9,1,동묘앞,2637,6,응암행,7,3,03:36
389,동묘앞,2637,1,인천행,2,4,동묘앞,2637,6,신내행,2,3,03:33
390,동묘앞,2637,1,인천행,2,4,동묘앞,2637,6,응암행,7,3,03:33
391,서울역,4201,공항철도,인천공항2터미널행,2,4,서울역,150,1,인천행,1,2,15:56
392,서울역,426,4,당고개행,1,1,서울역,150,1,인천행,1,2,03:40
393,신도림,234,2,까치산행,4,1,신도림,1007,1,인천행,6,2,01:43
394,신도림,234,2,까치산행,4,1,신도림,234,2,문래행(내선),4,3,01:51
395,신도림,234,2,까치산행,4,1,신도림,234,2,대림행(외선),7,2,01:51
396,동대문역사문화공원,2537,5,방화행,8,4,동대문역사문화공원,422,4,당고개행,1,2,07:35
397,동대문역사문화공원,2537,5,하남검단산행,1,1,동대문역사문화공원,422,4,당고개행,9,2,04:00
398,동대문역사문화공원,205,2,신당행(내선),9,1,동대문역사문화공원,422,4,당고개행,1,2,00:43
399,동대문역사문화공원,205,2,을지로4가행(외선),2,3,동대문역사문화공원,422,4,당고개행,1,2,01:56
400,동대문역사문화공원,2537,5,방화행,8,4,동대문역사문화공원,422,4,오이도행,2,3,03:54
401,동대문역사문화공원,2537,5,하남검단산행,1,2,동대문역사문화공원,422,4,오이도행,2,3,03:50
402,동대문역사문화공원,205,2,신당행(내선),8,2,동대문역사문화공원,422,4,오이도행,8,3,03:23
403,동대문역사문화공원,205,2,을지로4가행(외선),3,3,동대문역사문화공원,422,4,오이도행,8,3,03:23
404,동대문역사문화공원,205,2,신당행(내선),8,2,동대문역사문화공원,2537,5,방화행,8,4,07:00
405,동대문역사문화공원,205,2,을지로4가행(외선),3,3,동대문역사문화공원,2537,5,방화행,8,4,07:00
406,동대문역사문화공원,205,2,신당행(내선),8,2,동대문역사문화공원,2537,5,하남검단산행,1,2,07:00
407,동대문역사문화공원,205,2,을지로4가행(외선),3,3,동대문역사문화공원,2537,5,하남검단산행,1,2,07:00
408,신설동,4713,우이신설선,북한산우이행,1,2,신설동,156,1,소요산행,9,4,03:27
409,신설동,246,2,성수행,4,2,신설동,156,1,소요산행,9,3,06:45
410,신설동,4713,우이신설선,북한산우이행,1,2,신설동,156,1,인천행,2,1,04:12
411,신설동,246,2,성수행,4,4,신설동,156,1,인천행,9,4,05:00
412,신설동,4713,우이신설선,북한산우이행,1,1,신설동,246,2,신설동행(2호선),4,4,06:41
413,상봉,1309,경춘선,춘천행,4,4,상봉,2722,7,장암행,3,4,07:00
414,상봉,1309,경춘선,청량리행,4,2,상봉,2722,7,장암행,3,4,10:15
415,상봉,1202,경의선,지평행,2,4,상봉,2722,7,장암행,3,4,06:53
416,상봉,1202,경의선,문산행,4,2,상봉,2722,7,장암행,3,4,10:15
417,상봉,1309,경춘선,광운대행, ,,상봉,2722,7,장암행,3,4,00:00
418,상봉,1309,경춘선,춘천행,4,4,상봉,2722,7,석남행,6,2,07:06
419,상봉,1309,경춘선,청량리행,4,2,상봉,2722,7,석남행,6,2,10:01
420,상봉,1202,경의선,지평행,2,4,상봉,2722,7,석남행,6,2,06:56
421,상봉,1202,경의선,문산행,4,2,상봉,2722,7,석남행,6,2,10:01
422,상봉,1309,경춘선,광운대행, ,,상봉,2722,7,석남행,6,1,00:00
423,상봉,1309,경춘선,광운대행, ,,상봉,1309,경춘선,춘천행,4,4,00:00
424,상봉,1202,경의선,문산행,4,2,상봉,1309,경춘선,춘천행,4,4,03:35
425,상봉,1202,경의선,지평행,6,2,상봉,1309,경춘선,춘천행,4,4,03:35
426,상봉,1309,경춘선,광운대행, ,,상봉,1309,경춘선,청량리행,5,1,00:00
427,상봉,1202,경의선,문산행,4,2,상봉,1309,경춘선,청량리행,5,1,03:35
428,상봉,1202,경의선,지평행,6,2,상봉,1309,경춘선,청량리행,5,1,03:35
429,상봉,1309,경춘선,광운대행, ,,상봉,1202,경의선,문산행,4,2,00:00
430,상봉,1309,경춘선,광운대행, ,,상봉,1202,경의선,지평행,6,2,00:00
431,회룡,4602,의정부경전철,발곡행, ,,회룡,1905,1,소요산행,5,3,04:03
432,회룡,4602,의정부경전철,탑석행, ,,회룡,1905,1,소요산행,5,3,06:55
433,회룡,4602,의정부경전철,발곡행, ,,회룡,1905,1,인천행,8,3,03:25
434,회룡,4602,의정부경전철,탑석행, ,,회룡,1905,1,인천행,8,3,05:20
435,노원,2715,7,장암행,1,1,노원,411,4,당고개행,10,4,09:01
436,노원,2715,7,석남행,8,4,노원,411,4,당고개행,10,4,09:19
437,노원,2715,7,장암행,1,1,노원,411,4,오이도행,1,1,08:20
438,노원,2715,7,석남행,8,4,노원,411,4,오이도행,1,1,08:20
439,광운대,1305,경춘선,상봉행,6,1,광운대,1019,1,인천행,1,2,01:53
440,광운대,1305,경춘선,상봉행,1,1,광운대,1019,1,소요산행,6,1,01:57
441,회기,1307,경춘선,춘천행, ,,회기,101C,경의선,지평행, ,,00:00
442,회기,1307,경춘선,청량리행,6,2,회기,101C,경의선,지평행,3,3,00:06
443,회기,1015,1,소요산행,7,3,회기,101C,경의선,지평행,3,3,02:21
444,회기,1015,1,인천행,4,3,회기,101C,경의선,지평행,3,3,02:15
445,회기,1307,경춘선,춘천행,3,3,회기,101C,경의선,문산행,6,3,00:07
446,회기,1307,경춘선,청량리행, ,,회기,101C,경의선,문산행, ,,00:00
447,회기,1015,1,소요산행,4,2,회기,101C,경의선,문산행,6,2,02:03
448,회기,1015,1,인천행,7,2,회기,101C,경의선,문산행,6,2,02:03
449,회기,1015,1,소요산행,4,2,회기,1307,경춘선,춘천행,6,2,02:09
450,회기,1015,1,인천행,7,2,회기,1307,경춘선,춘천행,6,2,02:09
451,회기,1015,1,소요산행,4,2,회기,1307,경춘선,청량리행,3,3,02:09
452,회기,1015,1,인천행,7,2,회기,1307,경춘선,청량리행,3,3,02:09
453,중랑,1201,경의선,지평행,8,2,중랑,1308,경춘선,춘천행,8,2,00:00
454,중랑,1201,경의선,문산행,1,2,중랑,1308,경춘선,청량리행,1,2,00:00
455,중랑,1201,경의선,지평행,8,2,중랑,1308,경춘선,춘천행,8,2,00:00
456,중랑,1201,경의선,문산행,1,2,중랑,1308,경춘선,청량리행,1,2,00:00
457,망우,1203,경의선,지평행,7,4,망우,1310,경춘선,춘천행,6,2,05:16
458,망우,1203,경의선,지평행,7,4,망우,1310,경춘선,청량리행,3,3,05:07
459,망우,1203,경의선,문산행,5,2,망우,1310,경춘선,춘천행,3,3,03:44
460,망우,1203,경의선,문산행,5,2,망우,1310,경춘선,청량리행,6,1,03:44
461,김포공항,4207,공항철도,인천공항2터미널행,4,1,김포공항,2513,5,방화행,7,3,05:28
462,왕십리,1013,경의선,문산행,2,4,왕십리,208,2,한양대행(내선),2,3,02:13
463,왕십리,1013,경의선,지평행,7,1,왕십리,208,2,한양대행(내선),2,3,02:13
464,왕십리,2541,5,방화행,4,2,왕십리,208,2,한양대행(내선),6,1,05:01
465,왕십리,2541,5,하남검단산행,5,2,왕십리,208,2,한양대행(내선),6,1,03:55
466,왕십리,102C,수인분당선,청량리행,4,4,왕십리,208,2,상왕십리행(외선),6,4,03:49
467,왕십리,102C,수인분당선,인천행,4,4,왕십리,208,2,상왕십리행(외선),6,4,03:49
468,왕십리,1013,경의선,문산행,2,4,왕십리,208,2,상왕십리행(외선),7,1,03:34
469,왕십리,1013,경의선,지평행,7,1,왕십리,208,2,상왕십리행(외선),7,1,03:34
470,왕십리,2541,5,방화행,4,2,왕십리,208,2,상왕십리행(외선),5,4,05:03
471,왕십리,2541,5,하남검단산행,5,2,왕십리,208,2,상왕십리행(외선),5,4,03:57
472,왕십리,1013,경의선,문산행,8,2,왕십리,102C,수인분당선,청량리행,4,4,02:38
473,왕십리,1013,경의선,지평행,1,3,왕십리,102C,수인분당선,청량리행,4,4,02:38
474,왕십리,2541,5,방화행,4,2,왕십리,102C,수인분당선,청량리행,4,4,08:24
475,왕십리,2541,5,하남검단산행,5,2,왕십리,102C,수인분당선,청량리행,4,4,07:18
476,왕십리,1013,경의선,문산행,8,2,왕십리,102C,수인분당선,인천행,4,4,02:38
477,왕십리,1013,경의선,지평행,1,3,왕십리,102C,수인분당선,인천행,4,4,02:38
478,왕십리,2541,5,방화행,4,2,왕십리,102C,수인분당선,인천행,4,4,08:24
479,왕십리,2541,5,하남검단산행,5,2,왕십리,102C,수인분당선,인천행,4,4,07:18
480,왕십리,2541,5,방화행,4,2,왕십리,1013,경의선,문산행,8,2,08:29
481,왕십리,2541,5,하남검단산행,5,2,왕십리,1013,경의선,문산행,8,2,07:23
482,왕십리,2541,5,방화행,4,2,왕십리,1013,경의선,지평행,1,3,08:29
483,왕십리,2541,5,하남검단산행,5,2,왕십리,1013,경의선,지평행,1,3,07:23
484,디지털미디어시티,1266,경의선,문산행,8,4,디지털미디어시티,4204,공항철도,서울역행,2,3,10:06
485,디지털미디어시티,1266,경의선,지평행,1,1,디지털미디어시티,4204,공항철도,서울역행,2,3,15:29
486,디지털미디어시티,2619,6,응암행,8,4,디지털미디어시티,4204,공항철도,서울역행,2,3,07:20
487,디지털미디어시티,2619,6,신내행,1,1,디지털미디어시티,4204,공항철도,서울역행,2,4,07:19
488,디지털미디어시티,1266,경의선,문산행,8,4,디지털미디어시티,4204,공항철도,인천공항2터미널행,3,1,11:47
489,디지털미디어시티,1266,경의선,지평행,1,1,디지털미디어시티,4204,공항철도,인천공항2터미널행,5,1,16:52
490,디지털미디어시티,2619,6,응암행,8,4,디지털미디어시티,4204,공항철도,인천공항2터미널행,2,3,11:50
491,디지털미디어시티,2619,6,신내행,1,1,디지털미디어시티,4204,공항철도,인천공항2터미널행,6,4,06:44
492,디지털미디어시티,2619,6,응암행,2,2,디지털미디어시티,1266,경의선,문산행,8,4,03:20
493,디지털미디어시티,2619,6,신내행,7,2,디지털미디어시티,1266,경의선,문산행,8,4,02:25
494,디지털미디어시티,2619,6,응암행,2,2,디지털미디어시티,1266,경의선,지평행,1,1,03:46
495,디지털미디어시티,2619,6,신내행,7,2,디지털미디어시티,1266,경의선,지평행,1,1,02:13
496,홍대입구,4203,공항철도,서울역행,5,3,홍대입구,239,2,신촌행(내선),3,2,08:28
497,홍대입구,4203,공항철도,인천공항2터미널행,2,1,홍대입구,239,2,신촌행(내선),3,2,08:31
498,홍대입구,1264,경의선,문산행,1,1,홍대입구,239,2,신촌행(내선),3,2,07:00
499,홍대입구,1264,경의선,지평행,8,4,홍대입구,239,2,신촌행(내선),3,2,06:48
500,홍대입구,4203,공항철도,서울역행,1,1,홍대입구,239,2,합정행(외선),6,3,11:46
501,홍대입구,4203,공항철도,인천공항2터미널행,2,2,홍대입구,239,2,합정행(외선),8,2,10:57
502,홍대입구,1264,경의선,문산행,1,1,홍대입구,239,2,합정행(외선),8,2,09:17
503,홍대입구,1264,경의선,지평행,8,4,홍대입구,239,2,합정행(외선),8,2,06:45
504,홍대입구,1264,경의선,문산행,1,1,홍대입구,4203,공항철도,서울역행,5,3,04:10
505,홍대입구,1264,경의선,지평행,8,4,홍대입구,4203,공항철도,서울역행,1,1,05:42
506,홍대입구,1264,경의선,문산행,1,1,홍대입구,4203,공항철도,인천공항2터미널행,2,2,04:19
507,홍대입구,1264,경의선,지평행,8,4,홍대입구,4203,공항철도,인천공항2터미널행,2,2,05:07
508,종로3가,2535,5,방화행,8,4,종로3가,153,1,소요산행,6,4,07:06
509,종로3가,2535,5,하남검단산행,1,1,종로3가,153,1,소요산행,6,1,07:38
510,종로3가,319,3,대화행,2,2,종로3가,153,1,소요산행,4,2,05:19
511,종로3가,319,3,오금행,2,3,종로3가,153,1,소요산행,6,4,02:27
512,종로3가,2535,5,방화행,8,4,종로3가,153,1,인천행,7,3,08:24
513,종로3가,2535,5,하남검단산행,1,1,종로3가,153,1,인천행,7,3,09:14
514,종로3가,319,3,대화행,10,4,종로3가,153,1,인천행,6,2,03:27
515,종로3가,319,3,오금행,1,1,종로3가,153,1,인천행,6,2,02:34
516,종로3가,319,3,대화행,2,2,종로3가,2535,5,방화행,8,4,03:23
517,종로3가,319,3,오금행,7,2,종로3가,2535,5,방화행,1,1,03:43
518,종로3가,319,3,대화행,9,2,종로3가,2535,5,하남검단산행,1,1,05:39
519,종로3가,319,3,오금행,7,2,종로3가,2535,5,하남검단산행,1,1,03:46
520,신도림,234,2,문래행(내선),4,3,신도림,1007,1,소요산행,5,2,02:36
521,신도림,234,2,대림행(외선),7,2,신도림,1007,1,소요산행,5,1,02:20
522,신도림,234,2,까치산행,1,1,신도림,1007,1,소요산행,5,1,02:17
523,신도림,234,2,문래행(내선),4,3,신도림,1007,1,인천행,7,3,03:30
524,신도림,234,2,대림행(외선),9,3,신도림,1007,1,인천행,6,2,01:57
525,오이도,1800,수인분당선,청량리행,2,4,오이도,1762,4,당고개행,2,4,00:00
526,원인재,1884,수인분당선,신포행,4,3,원인재,3130,인천1,송도달빛축제공원행,7,3,05:07
527,원인재,1884,수인분당선,청량리행,5,2,원인재,3130,인천1,송도달빛축제공원행,7,3,05:07
528,원인재,1884,수인분당선,신포행,4,3,원인재,3130,인천1,계양행,7,3,05:30
529,원인재,1884,수인분당선,청량리행,5,2,원인재,3130,인천1,계양행,7,3,05:30
530,가락시장,2818,8,암사행,6,4,가락시장,340,3,대화행,10,1,02:02
531,가락시장,2818,8,암사행,6,4,가락시장,340,3,오금행,1,4,02:02
532,가락시장,2818,8,모란행,1,1,가락시장,340,3,대화행,10,1,01:52
533,가락시장,2818,8,모란행,1,1,가락시장,340,3,오금행,1,4,01:52
534,이매,1502,경강선,판교행,4,4,이매,1860,수인분당선,신포행,1,1,02:04
535,이매,1502,경강선,여주행,1,1,이매,1860,수인분당선,신포행,1,1,02:05
536,이매,1502,경강선,판교행,2,3,이매,1860,수인분당선,청량리행,6,4,01:52
537,이매,1502,경강선,여주행,3,2,이매,1860,수인분당선,청량리행,6,4,02:28
538,부평,1806,1,소요산행,7,3,부평,3120,인천1,계양행,1,1,07:17
539,부평,1806,1,소요산행,7,3,부평,3120,인천1,송도달빛축제공원행,1,4,07:20
