고유번호,환승시작역,환승시작역 코드,환승시작 호선,하차 열차 행선지,하차위치(호차),하차위치(칸번호),환승종료역,환승종료역 코드,환승종료 호선,환승 열차 행선지,환승 승차위치(호차),승차위치(칸번호),소요시간
812,시청,201,2,충정로행(외선),1,1,시청,151,1,소요산행,10,4,02:03
813,시청,201,2,충정로행(외선),1,1,시청,151,1,인천행,1,1,04:00
814,을지로3가,203,2,을지로4가행(내선),10,4,을지로3가,320,3,대화행,4,2,02:39
815,을지로3가,203,2,을지로4가행(내선),10,4,을지로3가,320,3,오금행,7,2,03:23
816,을지로3가,203,2,을지로입구행(외선),1,1,을지로3가,320,3,대화행,7,1,03:28
817,을지로3가,203,2,을지로입구행(외선),1,1,을지로3가,320,3,오금행,4,4,03:28
818,동묘앞,2637,6,신내행,2,3,동묘앞,2637,1,소요산행,9,1,03:36
819,동묘앞,2637,6,응암행,7,3,동묘앞,2637,1,소요산행,9,1,03:36
820,동묘앞,2637,6,신내행,2,3,동묘앞,2637,1,인천행,2,4,03:33
821,동묘앞,2637,6,응암행,7,3,동묘앞,2637,1,인천행,2,4,03:33
822,서울역,150,1,인천행,1,2,서울역,4201,공항철도,인천공항2터미널행,2,4,15:56
823,서울역,150,1,인천행,1,2,서울역,426,4,당고개행,1,1,03:40
824,서울역,150,1,인천행,7,3,서울역,1251,경의선,문산행,4,4,05:26
825,서울역,150,1,소요산행,10,4,서울역,4201,공항철도,인천공항2터미널행,2,4,15:56
826,서울역,150,1,소요산행,10,4,서울역,426,4,당고개행,1,1,03:40
827,서울역,150,1,소요산행,4,3,서울역,1251,경의선,문산행,4,4,05:26
828,서울역,426,4,당고개행,1,1,서울역,1251,경의선,문산행,4,4,10:32
829,서울역,426,4,당고개행,3,3,서울역,4201,공항철도,인천공항2터미널행,2,4,15:21
830,서울역,426,4,오이도행,10,4,서울역,1251,경의선,문산행,4,4,10:32
831,서울역,426,4,오이도행,8,1,서울역,4201,공항철도,인천공항2터미널행,2,4,15:21
832,서울역,4201,공항철도,서울역행(공항철도),2,3,서울역,1251,경의선,문산행,4,4,01:28
833,동대문,421,4,당고개행,3,4,동대문,155,1,소요산행,9,3,05:25
834,동대문,421,4,당고개행,4,1,동대문,155,1,인천행,1,3,05:09
835,동대문,421,4,오이도행,3,3,동대문,155,1,소요산행,9,3,05:28
836,동대문,421,4,오이도행,3,3,동대문,155,1,인천행,1,3,04:13
837,보문,2639,6,신내행,5,4,보문,4712,우이신설선,북한산우이행,2,2,03:28
838,보문,2639,6,신내행,5,4,보문,4712,우이신설선,신설동행,1,1,03:30
839,보문,2639,6,응암행,5,4,보문,4712,우이신설선,북한산우이행,2,2,03:28
840,보문,2639,6,응암행,5,4,보문,4712,우이신설선,신설동행,1,1,03:30
841,성신여대입구,418,4,당고개행,5,4,성신여대입구,4711,우이신설선,북한산우이행,1,2,02:19
842,성신여대입구,418,4,당고개행,5,4,성신여대입구,4711,우이신설선,신설동행,2,1,02:21
843,성신여대입구,418,4,오이도행,5,2,성신여대입구,4711,우이신설선,북한산우이행,1,2,05:15
844,성신여대입구,418,4,오이도행,5,2,성신여대입구,4711,우이신설선,신설동행,2,1,02:17
845,종합운동장,218,2,잠실새내행(내선),2,1,종합운동장,4130,9,중앙보훈병원행,5,4,07:01
846,종합운동장,218,2,삼성행(외선),9,3,종합운동장,4130,9,중앙보훈병원행,5,4,06:52
847,종합운동장,218,2,잠실새내행(내선),2,1,종합운동장,4130,9,개화행,1,4,07:06
848,종합운동장,218,2,삼성행(외선),9,3,종합운동장,4130,9,개화행,1,4,06:58
849,잠실,2815,8,암사행,6,4,잠실,216,2,잠실새내행(내선),10,3,04:01
850,잠실,2815,8,모란행,1,1,잠실,216,2,잠실새내행(내선),10,3,03:58
851,잠실,2815,8,암사행,6,4,잠실,216,2,잠실나루행(외선),1,1,04:01
852,잠실,2815,8,모란행,1,1,잠실,216,2,잠실나루행(외선),1,1,04:11
853,석촌,2816,8,암사행,6,4,석촌,4133,9,중앙보훈병원행,1,1,02:16
854,석촌,2816,8,모란행,1,1,석촌,4133,9,중앙보훈병원행,4,2,02:16
855,석촌,2816,8,암사행,6,4,석촌,4133,9,개화행 ,6,4,02:20
856,석촌,2816,8,모란행,1,1,석촌,4133,9,개화행 ,3,3,02:10
857,오금,2558,5,방화행,8,1,오금,342,3,대화행,2,2,01:53
858,오금,2558,5,마천행,1,4,오금,342,3,대화행,2,2,02:10
859,올림픽공원,4136,9,중앙보훈병원행,5,3,올림픽공원,2556,5,마천행,4,4,00:59
860,올림픽공원,4136,9,중앙보훈병원행,5,3,올림픽공원,2556,5,방화행,6,1,03:52
861,올림픽공원,4136,9,개화행,1,1,올림픽공원,2556,5,마천행,3,4,03:38
862,올림픽공원,4136,9,개화행,4,2,올림픽공원,2556,5,방화행,6,1,04:15
863,강동,2549,5,방화행,1,1,강동,2549,5,마천행,8,4,01:40
864,천호,2812,8,암사행,2,2,천호,2548,5,하남검단산행,8,1,00:39
865,천호,2812,8,모란행,5,2,천호,2548,5,하남검단산행,8,2,00:39
866,천호,2812,8,암사행,1,4,천호,2548,5,방화행,1,3,00:43
867,천호,2812,8,모란행,6,1,천호,2548,5,방화행,1,2,00:43
868,강남,222,2,역삼행(외선),5,2,강남,4307,신분당선,광교행,6,4,05:05
869,강남,222,2,교대행(내선),6,3,강남,4307,신분당선,광교행,6,4,05:52
870,사당,433,4,오이도행,1,1,사당,226,2,방배행(내선),5,3,01:51
871,사당,433,4,오이도행,7,3,사당,226,2,낙성대행(외선),6,3,03:22
872,사당,433,4,당고개행,10,4,사당,226,2,방배행(내선),5,3,01:55
873,사당,433,4,당고개행,4,2,사당,226,2,낙성대행(외선),6,3,03:24
874,총신대입구,432,4,오이도행,1,1,이수,2738,7,석남행,8,4,03:48
875,총신대입구,432,4,오이도행,1,1,이수,2738,7,장암행,2,2,05:24
876,회기,101C,경의선,문산행,6,3,회기,1307,경춘선,춘천행,3,3,00:07
877,회기,101C,경의선,문산행, ,,회기,1307,경춘선,청량리행, ,,00:00
878,회기,101C,경의선,문산행,6,2,회기,1015,1,소요산행,4,2,02:03
879,회기,101C,경의선,문산행,6,2,회기,1015,1,인천행,7,2,02:03
880,회기,1307,경춘선,춘천행,6,2,회기,1015,1,소요산행,4,2,02:09
881,회기,1307,경춘선,춘천행,6,2,회기,1015,1,인천행,7,2,02:09
882,회기,1307,경춘선,청량리행,3,3,회기,1015,1,소요산행,4,2,02:09
883,회기,1307,경춘선,청량리행,3,3,회기,1015,1,인천행,7,2,02:09
884,중랑,1308,경춘선,춘천행,8,2,중랑,1201,경의선,지평행,8,2,00:00
885,중랑,1308,경춘선,청량리행,1,2,중랑,1201,경의선,문산행,1,2,00:00
886,중랑,1308,경춘선,춘천행,8,2,중랑,1201,경의선,지평행,8,2,00:00
887,중랑,1308,경춘선,청량리행,1,2,중랑,1201,경의선,문산행,1,2,00:00
888,망우,1310,경춘선,춘천행,6,2,망우,1203,경의선,지평행,7,4,05:16
889,망우,1310,경춘선,청량리행,3,3,망우,1203,경의선,지평행,7,4,05:07
890,망우,1310,경춘선,춘천행,3,3,망우,1203,경의선,문산행,5,2,03:44
891,망우,1310,경춘선,청량리행,6,1,망우,1203,경의선,문산행,5,2,03:44
892,김포공항,2513,5,방화행,7,3,김포공항,4207,공항철도,인천공항2터미널행,4,1,05:28
893,김포공항,2513,5,방화행,7,3,김포공항,4207,공항철도,서울역행,4,1,03:59
894,김포공항,2513,5,하남검단산행,1,4,김포공항,4207,공항철도,인천공항2터미널행,4,1,05:35
895,김포공항,2513,5,하남검단산행,1,4,김포공항,4207,공항철도,서울역행,6,4,03:56
896,김포공항,2513,5,방화행,7,3,김포공항,4102,9,개화행,2,4,05:28
897,김포공항,2513,5,방화행,7,3,김포공항,4102,9,중앙보훈병원행,5,1,03:33
898,김포공항,2513,5,하남검단산행,1,4,김포공항,4102,9,개화행,2,4,05:35
899,김포공항,2513,5,하남검단산행,1,4,김포공항,4102,9,중앙보훈병원행,6,4,03:56
900,김포공항,2513,5,방화행,7,3,김포공항,4929,김포도시철도,양촌행,1,1,05:08
901,김포공항,2513,5,하남검단산행,1,4,김포공항,4929,김포도시철도,양촌행,1,1,08:45
902,김포공항,4102,9,개화행, 모든문,,김포공항,4207,공항철도,인천공항2터미널행, 모든문,,00:05
903,김포공항,4102,9,개화행,2,4,김포공항,4207,공항철도,서울역행,5,2,00:49
904,김포공항,4102,9,중앙보훈병원행,6,2,김포공항,4207,공항철도,인천공항2터미널행,4,1,00:51
905,김포공항,4102,9,중앙보훈병원행, 모든문,,김포공항,4207,공항철도,서울역행, 모든문,,00:05
906,김포공항,4102,9,개화행,2,4,김포공항,4929,김포도시철도,양촌행,1,1,07:31
907,김포공항,4102,9,중앙보훈병원행,5,1,김포공항,4929,김포도시철도,양촌행,1,1,05:35
908,김포공항,4207,공항철도,인천공항2터미널행,3,4,김포공항,4929,김포도시철도,양촌행,1,1,07:31
909,김포공항,4207,공항철도,서울역행,4,1,김포공항,4929,김포도시철도,양촌행,1,1,06:42
910,태릉입구,2719,7,장암행,8,3,태릉입구,2646,6,신내행,1,1,02:19
911,태릉입구,2719,7,장암행,8,3,태릉입구,2646,6,응암행,8,4,01:58
912,태릉입구,2719,7,석남행,1,1,태릉입구,2646,6,신내행,1,1,02:09
913,태릉입구,2719,7,석남행,1,1,태릉입구,2646,6,응암행,8,4,01:59
914,도봉산,1903,1,소요산행,7,2,도봉산,2712,7,장암행,7,2,05:53
915,도봉산,1903,1,소요산행,7,2,도봉산,2712,7,석남행,4,1,03:43
916,도봉산,1903,1,인천행,4,3,도봉산,2712,7,장암행,7,2,05:54
917,도봉산,1903,1,인천행,4,3,도봉산,2712,7,석남행,4,1,03:37
918,창동,1022,1,소요산행,4,4,창동,412,4,당고개행,7,3,02:10
919,창동,1022,1,소요산행,4,4,창동,412,4,오이도행,4,2,02:15
920,창동,1022,1,인천행,7,2,창동,412,4,당고개행,3,4,02:11
921,창동,1022,1,인천행,7,2,창동,412,4,오이도행,8,1,02:34
922,석계,1018,1,소요산행,10,4,석계,2645,6,신내행,5,2,05:18
923,석계,1018,1,소요산행,10,4,석계,2645,6,응암행,4,3,05:19
924,석계,1018,1,인천행,1,1,석계,2645,6,신내행,5,2,05:17
925,석계,1018,1,인천행,1,1,석계,2645,6,응암행,4,2,05:25
926,공덕,2530,5,방화행,1,1,공덕,2627,6,응암행,1,1,03:27
927,공덕,2530,5,방화행,1,1,공덕,2627,6,신내행,8,4,02:25
928,공덕,2530,5,방화행,1,1,공덕,1262,경의선,문산행,1,1,06:46
929,공덕,2530,5,방화행,1,1,공덕,1262,경의선,지평행,8,4,06:47
930,공덕,2530,5,방화행,1,1,공덕,4202,공항철도,인천공항2터미널행,1,4,08:34
931,공덕,2530,5,방화행,1,1,공덕,4202,공항철도,서울역행,6,1,07:38
932,공덕,2530,5,하남검단산행,8,4,공덕,2627,6,응암행,1,1,03:27
933,공덕,2530,5,하남검단산행,8,4,공덕,2627,6,신내행,8,4,02:25
934,공덕,2530,5,하남검단산행,8,4,공덕,1262,경의선,문산행,1,1,06:46
935,공덕,2530,5,하남검단산행,8,4,공덕,1262,경의선,지평행,8,4,06:47
936,공덕,2530,5,하남검단산행,8,4,공덕,4202,공항철도,인천공항2터미널행,1,4,08:34
937,공덕,2530,5,하남검단산행,8,4,공덕,4202,공항철도,서울역행,6,1,07:38
938,공덕,4202,공항철도,서울역행,6,1,공덕,2627,6,응암행,1,1,05:44
939,공덕,4202,공항철도,서울역행,6,1,공덕,2627,6,신내행,8,4,04:09
940,공덕,4202,공항철도,서울역행,6,1,공덕,1262,경의선,문산행,1,1,05:33
941,공덕,4202,공항철도,서울역행,6,1,공덕,1262,경의선,지평행,8,4,07:01
942,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,2627,6,응암행,1,1,07:16
943,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,2627,6,신내행,8,4,05:04
944,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,1262,경의선,문산행,1,1,05:48
945,공덕,4202,공항철도,인천공항2터미널행,1,4,공덕,1262,경의선,지평행,8,4,05:49
946,공덕,1262,경의선,문산행,1,1,공덕,2627,6,응암행,1,1,07:03
947,종로3가,153,1,소요산행,6,4,종로3가,2535,5,방화행,8,4,07:06
948,종로3가,153,1,소요산행,6,1,종로3가,2535,5,하남검단산행,1,1,07:38
949,종로3가,153,1,소요산행,4,2,종로3가,319,3,대화행,2,2,05:19
950,종로3가,153,1,소요산행,6,4,종로3가,319,3,오금행,2,3,02:27
951,종로3가,153,1,인천행,7,3,종로3가,2535,5,방화행,8,4,08:24
952,종로3가,153,1,인천행,7,3,종로3가,2535,5,하남검단산행,1,1,09:14
953,종로3가,153,1,인천행,6,2,종로3가,319,3,대화행,10,4,03:27
954,종로3가,153,1,인천행,6,2,종로3가,319,3,오금행,1,1,02:34
955,종로3가,2535,5,방화행,8,4,종로3가,319,3,대화행,2,2,03:23
956,종로3가,2535,5,방화행,1,1,종로3가,319,3,오금행,7,2,03:43
957,종로3가,2535,5,하남검단산행,1,1,종로3가,319,3,대화행,9,2,05:39
958,종로3가,2535,5,하남검단산행,1,1,종로3가,319,3,오금행,7,2,03:46
959,신도림,1007,1,소요산행,5,2,신도림,234,2,문래행(내선),4,3,02:36
960,신도림,1007,1,소요산행,5,1,신도림,234,2,대림행(외선),7,2,02:20
961,신도림,1007,1,소요산행,5,1,신도림,234,2,까치산행,1,1,02:17
962,신도림,1007,1,인천행,7,3,신도림,234,2,문래행(내선),4,3,03:30
963,신도림,1007,1,인천행,6,2,신도림,234,2,대림행(외선),9,3,01:57
964,신도림,1007,1,인천행,6,2,신도림,234,2,까치산행,4,1,01:43
965,신도림,234,2,문래행(내선),4,3,신도림,234,2,까치산행,4,1,01:51
966,신도림,234,2,대림행(외선),7,2,신도림,234,2,까치산행,4,1,01:51
967,동대문역사문화공원,422,4,당고개행,1,2,동대문역사문화공원,2537,5,방화행,8,4,07:35
968,동대문역사문화공원,422,4,당고개행,9,2,동대문역사문화공원,2537,5,하남검단산행,1,1,04:00
969,동대문역사문화공원,422,4,당고개행,1,2,동대문역사문화공원,205,2,신당행(내선),9,1,00:43
970,동대문역사문화공원,422,4,당고개행,1,2,동대문역사문화공원,205,2,을지로4가행(외선),2,3,01:56
971,동대문역사문화공원,422,4,오이도행,2,3,동대문역사문화공원,2537,5,방화행,8,4,03:54
972,동대문역사문화공원,422,4,오이도행,2,3,동대문역사문화공원,2537,5,하남검단산행,1,2,03:50
973,동대문역사문화공원,422,4,오이도행,8,3,동대문역사문화공원,205,2,신당행(내선),8,2,03:23
974,동대문역사문화공원,422,4,오이도행,8,3,동대문역사문화공원,205,2,을지로4가행(외선),3,3,03:23
975,동대문역사문화공원,2537,5,방화행,8,4,동대문역사문화공원,205,2,신당행(내선),8,2,07:00
976,동대문역사문화공원,2537,5,방화행,8,4,동대문역사문화공원,205,2,을지로4가행(외선),3,3,07:00
977,동대문역사문화공원,2537,5,하남검단산행,1,2,동대문역사문화공원,205,2,신당행(내선),8,2,07:00
978,동대문역사문화공원,2537,5,하남검단산행,1,2,동대문역사문화공원,205,2,을지로4가행(외선),3,3,07:00
979,신설동,156,1,소요산행,9,4,신설동,4713,우이신설선,북한산우이행,1,2,03:27
980,신설동,156,1,소요산행,9,3,신설동,246,2,성수행,4,2,06:45
981,신설동,156,1,인천행,2,1,신설동,4713,우이신설선,북한산우이행,1,2,04:12
982,신설동,156,1,인천행,9,4,신설동,246,2,성수행,4,4,05:00
983,신설동,246,2,신설동행(2호선),4,4,신설동,4713,우이신설선,북한산우이행,1,1,06:41
984,상봉,2722,7,장암행,3,4,상봉,1309,경춘선,춘천행,4,4,07:00
985,상봉,2722,7,장암행,3,4,상봉,1309,경춘선,청량리행,4,2,10:15
986,상봉,2722,7,장암행,3,4,상봉,1202,경의선,지평행,2,4,06:53
987,상봉,2722,7,장암행,3,4,상봉,1202,경의선,문산행,4,2,10:15
988,상봉,2722,7,장암행,3,4,상봉,1309,경춘선,광운대행, ,,00:00
989,상봉,2722,7,석남행,6,2,상봉,1309,경춘선,춘천행,4,4,07:06
990,상봉,2722,7,석남행,6,2,상봉,1309,경춘선,청량리행,4,2,10:01
991,상봉,2722,7,석남행,6,2,상봉,1202,경의선,지평행,2,4,06:56
992,상봉,2722,7,석남행,6,2,상봉,1202,경의선,문산행,4,2,10:01
993,상봉,2722,7,석남행,6,1,상봉,1309,경춘선,광운대행, ,,00:00
994,상봉,1309,경춘선,춘천행,4,4,상봉,1309,경춘선,광운대행, ,,00:00
995,상봉,1309,경춘선,춘천행,4,4,상봉,1202,경의선,문산행,4,2,03:35
996,상봉,1309,경춘선,춘천행,4,4,상봉,1202,경의선,지평행,6,2,03:35
997,상봉,1309,경춘선,청량리행,5,1,상봉,1309,경춘선,광운대행, ,,00:00
998,상봉,1309,경춘선,청량리행,5,1,상봉,1202,경의선,문산행,4,2,03:35
999,상봉,1309,경춘선,청량리행,5,1,상봉,1202,경의선,지평행,6,2,03:35
1000,상봉,1202,경의선,문산행,4,2,상봉,1309,경춘선,광운대행, ,,00:00
1001,상봉,1202,경의선,지평행,6,2,상봉,1309,경춘선,광운대행, ,,00:00
1002,회룡,1905,1,소요산행,5,3,회룡,4602,의정부경전철,발곡행, ,,04:03
1003,회룡,1905,1,소요산행,5,3,회룡,4602,의정부경전철,탑석행, ,,06:55
1004,회룡,1905,1,인천행,8,3,회룡,4602,의정부경전철,발곡행, ,,03:25
1005,회룡,1905,1,인천행,8,3,회룡,4602,의정부경전철,탑석행, ,,05:20
1006,노원,411,4,당고개행,10,4,노원,2715,7,장암행,1,1,09:01
1007,노원,411,4,당고개행,10,4,노원,2715,7,석남행,8,4,09:19
1008,노원,411,4,오이도행,1,1,노원,2715,7,장암행,1,1,08:20
1009,노원,411,4,오이도행,1,1,노원,2715,7,석남행,8,4,08:20
1010,광운대,1019,1,인천행,1,2,광운대,1305,경춘선,상봉행,6,1,01:53
1011,광운대,1019,1,소요산행,6,1,광운대,1305,경춘선,상봉행,1,1,01:57
1012,회기,101C,경의선,지평행, ,,회기,1307,경춘선,춘천행, ,,00:00
1013,회기,101C,경의선,지평행,3,3,회기,1307,경춘선,청량리행,6,2,00:06
1014,회기,101C,경의선,지평행,3,3,회기,1015,1,소요산행,7,3,02:21
1015,회기,101C,경의선,지평행,3,3,회기,1015,1,인천행,4,3,02:15
1016,청량리,158,1,인천행(1호선),10,4,청량리,1845,수인분당선,인천행(수인분당선),8,4,05:40
1017,청량리,158,1,인천행(1호선),10,4,청량리,1014,경의선,문산행,5,3,09:10
1018,청량리,158,1,인천행(1호선),10,4,청량리,1014,경의선,지평행,8,4,05:56
1019,청량리,158,1,인천행(1호선),10,4,청량리,1306,경춘선,춘천행,8,4,05:56
1020,청량리,158,1,소요산행,1,1,청량리,1845,수인분당선,인천행(수인분당선),8,4,05:40
1021,청량리,158,1,소요산행,1,1,청량리,1014,경의선,문산행,5,3,09:10
1022,청량리,158,1,소요산행,1,1,청량리,1014,경의선,지평행,5,3,05:56
1023,청량리,158,1,소요산행,1,1,청량리,1306,경춘선,춘천행,8,4,05:56
1024,청량리,1014,경의선,문산행,5,3,청량리,1306,경춘선,춘천행,5,2,03:43
1025,청량리,1014,경의선,문산행,5,3,청량리,1845,수인분당선,인천행(수인분당선),4,3,03:43
1026,청량리,1014,경의선,지평행,4,3,청량리,1306,경춘선,춘천행,5,2,02:25
1027,청량리,1014,경의선,지평행,4,3,청량리,1845,수인분당선,인천행(수인분당선),4,3,02:25
1028,청량리,1845,수인분당선,청량리행(수인분당선), 모든 문,,청량리,1306,경춘선,춘천행, 모든 문,,00:05
1029,왕십리,208,2,한양대행(내선),2,4,왕십리,102C,수인분당선,청량리행,4,4,05:02
1030,왕십리,208,2,한양대행(내선),2,4,왕십리,102C,수인분당선,인천행,4,4,05:02
1031,왕십리,208,2,한양대행(내선),2,3,왕십리,1013,경의선,문산행,2,4,02:13
1032,왕십리,208,2,한양대행(내선),2,3,왕십리,1013,경의선,지평행,7,1,02:13
1033,왕십리,208,2,한양대행(내선),6,1,왕십리,2541,5,방화행,4,2,05:01
1034,왕십리,208,2,한양대행(내선),6,1,왕십리,2541,5,하남검단산행,5,2,03:55
1035,왕십리,208,2,상왕십리행(외선),6,4,왕십리,102C,수인분당선,청량리행,4,4,03:49
1036,왕십리,208,2,상왕십리행(외선),6,4,왕십리,102C,수인분당선,인천행,4,4,03:49
1037,왕십리,208,2,상왕십리행(외선),7,1,왕십리,1013,경의선,문산행,2,4,03:34
1038,왕십리,208,2,상왕십리행(외선),7,1,왕십리,1013,경의선,지평행,7,1,03:34
1039,왕십리,208,2,상왕십리행(외선),5,4,왕십리,2541,5,방화행,4,2,05:03
1040,왕십리,208,2,상왕십리행(외선),5,4,왕십리,2541,5,하남검단산행,5,2,03:57
1041,왕십리,102C,수인분당선,청량리행,4,4,왕십리,1013,경의선,문산행,8,2,02:38
1042,왕십리,102C,수인분당선,청량리행,4,4,왕십리,1013,경의선,지평행,1,3,02:38
1043,왕십리,102C,수인분당선,청량리행,4,4,왕십리,2541,5,방화행,4,2,08:24
1044,왕십리,102C,수인분당선,청량리행,4,4,왕십리,2541,5,하남검단산행,5,2,07:18
1045,왕십리,102C,수인분당선,인천행,4,4,왕십리,1013,경의선,문산행,8,2,02:38
1046,왕십리,102C,수인분당선,인천행,4,4,왕십리,1013,경의선,지평행,1,3,02:38
1047,왕십리,102C,수인분당선,인천행,4,4,왕십리,2541,5,방화행,4,2,08:24
1048,왕십리,102C,수인분당선,인천행,4,4,왕십리,2541,5,하남검단산행,5,2,07:18
1049,왕십리,1013,경의선,문산행,8,2,왕십리,2541,5,방화행,4,2,08:29
1050,왕십리,1013,경의선,문산행,8,2,왕십리,2541,5,하남검단산행,5,2,07:23
1051,왕십리,1013,경의선,지평행,1,3,왕십리,2541,5,방화행,4,2,08:29
1052,왕십리,1013,경의선,지평행,1,3,왕십리,2541,5,하남검단산행,5,2,07:23
1053,디지털미디어시티,4204,공항철도,서울역행,2,3,디지털미디어시티,1266,경의선,문산행,8,4,10:06
1054,디지털미디어시티,4204,공항철도,서울역행,2,3,디지털미디어시티,1266,경의선,지평행,1,1,15:29
1055,디지털미디어시티,4204,공항철도,서울역행,2,3,디지털미디어시티,2619,6,응암행,8,4,07:20
1056,디지털미디어시티,4204,공항철도,서울역행,2,4,디지털미디어시티,2619,6,신내행,1,1,07:19
1057,디지털미디어시티,4204,공항철도,인천공항2터미널행,3,1,디지털미디어시티,1266,경의선,문산행,8,4,11:47
1058,디지털미디어시티,4204,공항철도,인천공항2터미널행,5,1,디지털미디어시티,1266,경의선,지평행,1,1,16:52
1059,디지털미디어시티,4204,공항철도,인천공항2터미널행,2,3,디지털미디어시티,2619,6,응암행,8,4,11:50
1060,디지털미디어시티,4204,공항철도,인천공항2터미널행,6,4,디지털미디어시티,2619,6,신내행,1,1,06:44
1061,디지털미디어시티,1266,경의선,문산행,8,4,디지털미디어시티,2619,6,응암행,2,2,03:20
1062,디지털미디어시티,1266,경의선,문산행,8,4,디지털미디어시티,2619,6,신내행,7,2,02:25
1063,디지털미디어시티,1266,경의선,지평행,1,1,디지털미디어시티,2619,6,응암행,2,2,03:46
1064,디지털미디어시티,1266,경의선,지평행,1,1,디지털미디어시티,2619,6,신내행,7,2,02:13
1065,홍대입구,239,2,신촌행(내선),3,2,홍대입구,4203,공항철도,서울역행,5,3,08:28
1066,홍대입구,239,2,신촌행(내선),3,2,홍대입구,4203,공항철도,인천공항2터미널행,2,1,08:31
1067,홍대입구,239,2,신촌행(내선),3,2,홍대입구,1264,경의선,문산행,1,1,07:00
1068,홍대입구,239,2,신촌행(내선),3,2,홍대입구,1264,경의선,지평행,8,4,06:48
1069,홍대입구,239,2,합정행(외선),6,3,홍대입구,4203,공항철도,서울역행,1,1,11:46
1070,홍대입구,239,2,합정행(외선),8,2,홍대입구,4203,공항철도,인천공항2터미널행,2,2,10:57
1071,홍대입구,239,2,합정행(외선),8,2,홍대입구,1264,경의선,문산행,1,1,09:17
1072,홍대입구,239,2,합정행(외선),8,2,홍대입구,1264,경의선,지평행,8,4,06:45
1073,홍대입구,4203,공항철도,서울역행,5,3,홍대입구,1264,경의선,문산행,1,1,04:10
1074,홍대입구,4203,공항철도,서울역행,1,1,홍대입구,1264,경의선,지평행,8,4,05:42
1075,홍대입구,4203,공항철도,인천공항2터미널행,2,2,홍대입구,1264,경의선,문산행,1,1,04:19
1076,홍대입구,4203,공항철도,인천공항2터미널행,2,2,홍대입구,1264,경의선,지평행,8,4,05:07
